sys_RespNum,United_Way,Feeding_America,Direct_relief,A_Thank_you_note,Amazon,Wristband,Donors_list,Social_netwrok,Confidential,High_efficiency,Meduim_efficiency,Low_efficiency,High_impact,Meduim_impact,Low_impact,High_donation,Meduim_donation,Low_donation,NONE,Organization_Importances,Reward_Importances,Social_recognition_Importances,Efficiency_Importances,Impact_Importances,Donation_amount_Importances,RLH,Income,Gender,Religious,Religious_6_other,Religiouslevel,age,PersonalStatus,Numberofkids,ProlificID,Level_of_Similarity
95,-0.294562746,0.847066865,-0.552504118,-0.567698953,1.141408955,-0.573710002,-0.013544598,-0.116479356,0.130023955,2.654470918,-0.357840824,-2.296630095,-1.233103001,-0.105073634,1.338176635,-1.221655279,0.388091442,0.833563836,-6.803229866,10.81685889,13.25563332,1.905149194,38.26555543,19.87263907,15.8841641,0.585,2,1,1, ,2,49,2,0,5722741901ed33001138a554,0
96,-0.414761536,0.484758067,-0.06999653,-0.887960846,1.877929525,-0.989968679,0.518410875,-0.42555295,-0.092857925,2.856138133,-0.30670505,-2.549433083,-1.257785746,0.012510283,1.245275463,4.351859801,-0.471399259,-3.880460542,-1.329470414,4.313759725,13.75336761,4.526897597,25.92309864,12.00374577,39.47913065,0.775,4,2,5, ,1,42,1,0,5b101f7830d562000155a139,0
97,-0.333447432,-0.068455122,0.401902554,0.162008362,0.080662089,-0.242670451,0.152831235,0.09726609,-0.250097325,3.497003754,-0.728332731,-2.768671022,-1.29187161,-0.158454798,1.450326408,-0.311031824,0.978346117,-0.667314292,-4.990781274,6.029193259,3.317993897,3.303643437,51.3727678,22.48350051,13.4929011,0.682,3,2,1, ,3,19,2,0,6001d42e8c6b0612b6e02885,0
98,0.269939379,-0.417962243,0.148022864,0.340444252,-0.354957266,0.014513014,-0.199782376,0.307400746,-0.10761837,3.204610904,-0.98767782,-2.216933084,-0.532401438,-0.389801932,0.922203369,0.79866447,0.089994201,-0.888658671,-4.122177508,6.580298186,6.652040358,4.851589349,51.86116,13.9143928,16.1405193,0.62,1,2,5, ,1,23,1,0,5bb7b66f7c5d6f00015a5ea2,0
99,-0.191722631,0.338271349,-0.146548718,0.559524272,-0.532751959,-0.026772313,-0.491630843,-0.009918638,0.501549481,-0.132432238,-0.053020493,0.185452731,-0.278386457,-0.189708897,0.468095354,3.630687679,-0.378049191,-3.252638488,3.652279087,5.017388817,10.34044678,9.402317847,3.009378494,7.066852901,65.16361516,0.467,2,2,5, ,2,21,1,0,6036d6284f9841a390cbd5a5,0
100,-0.320691578,0.30012955,0.020562028,0.08385895,0.64345135,-0.727310301,-0.150499694,0.845903481,-0.695403787,4.208641324,-0.790850139,-3.417791185,-0.981401411,0.311853814,0.669547597,0.389317345,0.755762618,-1.145079963,-5.341034007,4.220082323,9.317864287,10.47716204,51.84129791,11.22246074,12.92113271,0.77,4,1,5, ,2,31,2,3,5e39ae3487243b1c74d14f9f,0
102,0.134480391,-0.565306765,0.430826375,0.15027725,0.589905178,-0.740182428,0.151875974,0.002847524,-0.154723497,1.554281496,-0.013967046,-1.540314451,-2.283987835,-0.302226152,2.586213987,-0.084327763,0.346429731,-0.262101969,-7.322287571,8.889165039,11.86926504,2.735993001,27.61515805,43.46008181,5.430337065,0.733,4,2,5, ,1,24,1,0,5ea940037ff60b000be92af0,0
103,0.693792337,-0.314056901,-0.379735437,-0.584490565,-0.208214332,0.792704897,-0.004793027,-0.431797781,0.436590809,2.35154171,-0.185734104,-2.165807606,-0.622630427,-0.070738414,0.693368841,0.977094041,0.80561143,-1.782705471,-4.477179919,9.011957273,11.56116028,7.289872752,37.92184981,11.0474358,23.16772409,0.615,2,2,5, ,1,36,1,0,5d4a30c602fd73001cf470c8,0
104,-1.221598105,1.647377444,-0.425779339,0.597803282,-0.374928405,-0.222874877,-0.184114938,0.150613806,0.033501131,3.212341691,-0.668558098,-2.543783594,0.070666257,-0.141144979,0.070478722,1.325230652,0.330983281,-1.656213933,5.334636627,21.85750061,7.410827686,2.550155483,43.85346259,1.613699434,22.7143542,0.716,1,2,6, ,2,24,1,0,5c4aadef818d4d00013deab8,0
105,0.153509395,-0.257954503,0.104445108,0.516903586,0.373975513,-0.890879099,0.193474839,-0.640235187,0.446760348,0.458666303,-0.079408518,-0.379257784,-0.425820655,0.05479754,0.371023115,2.066827925,0.082780035,-2.14960796,-1.268747396,4.698446384,16.07526563,12.41224384,9.568133226,9.099043064,48.14686785,0.393,5,2,1, ,4,41,2,1,5f08327afce3dd000afb831a,0
107,-0.222443045,-0.065890398,0.288333443,-0.08935006,-0.081349943,0.170700003,-0.43827153,-0.219752951,0.658024481,2.838524433,-0.481131123,-2.35739331,-1.762460565,-0.158232994,1.920693559,0.479692188,0.474842622,-0.95453481,-4.50212933,4.193422137,2.134984119,9.000476848,42.65794722,30.23831438,11.7748553,0.706,1,2,5, ,1,25,1,0,5f2dce7c8a245211191b2ff5,0
108,-0.31755285,0.214267877,0.103284973,-0.661085491,1.429120735,-0.768035244,-0.157041546,-0.290709338,0.447750884,0.785637018,0.226811027,-1.012448045,-0.780097285,0.277337651,0.502759634,2.001198735,-0.089705552,-1.911493184,-1.440187601,5.083807727,21.00316511,7.05912649,17.18834613,12.26315107,37.40240347,0.365,5,2,1, ,4,36,2,1,5f116732b947df4f6d35a992,0
109,0.673622423,0.219555355,-0.893177778,-0.940678832,1.596134961,-0.655456129,0.024494005,-0.010867361,-0.013626645,1.16756933,-0.281455066,-0.886114264,0.219126555,-0.324306114,0.105179559,2.966376676,0.458855189,-3.425231865,-4.689316702,11.9325619,19.32006875,0.290322289,15.64060726,4.138717856,48.67772195,0.686,4,2,1, ,3,29,1,0,5f297018d4179f0650aa94af,0
110,-0.268838377,-1.509712919,1.778551296,-0.700371427,0.647240833,0.053130594,0.144183051,-0.184429923,0.040246872,0.452728574,0.039125655,-0.491854229,-0.947880025,-0.05516339,1.003043415,-0.017961623,0.180186893,-0.16222527,-6.621808073,40.08901135,16.4294715,4.006298873,11.51592094,23.78476508,4.174532262,0.632,1,1,1, ,4,65,3,2,5fc4675eac1a5c78cda54009,0
111,-0.060348955,-0.021330996,0.081679951,-0.524410687,0.473108021,0.051302666,0.261959226,-0.393059842,0.131100616,-2.098173417,1.564786227,0.53338719,-1.811341418,-0.093129592,1.90447101,-0.178188045,0.058146793,0.120041252,-8.561806958,1.499528964,10.53171664,6.915634927,38.67321254,39.23122769,3.148679246,0.727,2,2,5, ,1,24,1,0,5f5d683018ad6816b6095e4f,0
112,0.493798329,-0.656395448,0.16259712,0.344692931,-0.5283662,0.18367327,0.048258946,-0.079450422,0.031191476,0.440866674,0.083462654,-0.524329328,-1.170510117,0.134575875,1.035934242,-4.779337575,0.258847548,4.520490027,-10.27441924,7.865954962,5.970684196,0.873379913,6.600790609,15.0894504,63.59973991,0.823,2,1,1, ,2,33,1,0,5f98a6f472208c1bac70c2c2,0
113,0.421136912,-0.092781432,-0.32835548,-0.874499276,1.525966117,-0.651466841,-0.348030999,-0.190108158,0.538139158,1.315620257,-0.225642245,-1.089978012,-1.656941437,-0.593478314,2.250419752,1.564455381,0.623128946,-2.187584327,-6.578333872,5.315124008,17.02321647,6.284392376,17.05961694,27.70956647,26.60808373,0.756,3,1,5, ,1,33,1,0,5693450f8d93fe000dfa061f,0
114,-0.072176552,0.159962947,-0.087786395,0.973366908,-0.897474851,-0.075892057,-0.296433116,-0.798467941,1.094901056,2.078149726,-0.17911858,-1.899031146,-0.35341923,-0.460837663,0.814256893,-2.578382636,0.350525522,2.227857114,0.291591137,1.760774512,13.29622292,13.45632582,28.26614449,9.062199614,34.15833265,0.496,4,1,1, ,2,49,1,0,5e498a4fd2a6e53fb7b1840e,0
115,-1.210756473,0.596090923,0.61466555,0.574539766,0.163628665,-0.73816843,-0.109739722,0.15673429,-0.046994568,3.96315659,-1.211915479,-2.751241111,-0.000272174,0.236036,-0.235763826,2.222688528,0.383543441,-2.606231969,4.237669631,11.83822894,8.513176659,1.728137556,43.54421947,3.059716763,31.3165206,0.717,1,1,1, ,4,62,2,2,5c3630c83ce2c8000111b504,0
116,-0.273172038,0.262090151,0.011081887,-1.449316661,2.445527577,-0.996210916,-0.101844473,0.306309922,-0.204465449,0.554517835,-0.027557815,-0.52696002,-0.53426921,0.294772023,0.239497186,4.934677751,-0.494370865,-4.440306886,-4.083416652,3.298714852,24.00315358,3.14780744,6.664933811,5.109216908,57.77617341,0.885,1,1,1, ,3,25,2,1,5df409db5005cc2f445e1ce7,0
117,-0.123386575,0.284789284,-0.161402709,1.698174421,-1.559024199,-0.139150221,-0.612760765,-1.216260814,1.829021578,0.173726949,-0.073644408,-0.100082541,-0.219367455,-0.094296961,0.313664416,0.25304048,0.305213113,-0.558253593,3.538602401,5.299833658,38.68875096,36.17162655,3.25228774,6.33131096,10.25619013,0.584,4,1,5, ,1,41,2,0,5c2bb18f70d93a000121e114,0
118,0.182134289,0.064682935,-0.246817224,0.227473102,-0.199840348,-0.027632753,0.086714798,-0.421395941,0.334681144,1.801769444,-0.419592302,-1.382177141,-0.426981902,-0.087749459,0.51473136,-4.360556857,0.4521174,3.908439457,-8.311751472,3.062408568,3.050713964,5.397852374,22.73111296,6.723162578,59.03474956,0.79,2,1,5, ,1,39,1,0,5e5295b135ace5000e86a6de,0
119,0.182999614,-0.196751047,0.013751432,-0.248394849,-0.152407033,0.400801882,0.326528232,-0.359018315,0.032490082,0.306896264,0.256448162,-0.563344426,-0.362138617,0.063713138,0.298425479,-0.553559504,0.100031,0.453528503,-2.337495283,8.930294558,15.26664371,16.12145344,20.46475885,15.53396099,23.68288846,0.231,4,1,1, ,3,38,2,3,60818ef9b500c3dfaec59e2a,0
120,-0.534717664,0.779304409,-0.244586745,-1.366147534,2.838212794,-1.472065261,0.480024399,0.403258732,-0.883283131,1.831002662,-0.696489631,-1.134513031,-0.496204001,0.028583353,0.467620647,4.235276708,-0.050302717,-4.184973991,-5.0562383,6.795307289,22.29008515,7.050181109,15.33580815,4.984303377,43.54431493,0.795,5,1,2, ,2,33,2,2,60021a3a1671691f237e9b59,0
121,-0.210578479,0.347037081,-0.136458603,-0.104657545,0.444449817,-0.339792272,-0.347696338,0.626659885,-0.278963547,4.124290504,-0.906944713,-3.21734579,0.150917487,-0.29759661,0.146679123,-0.019888907,0.298644327,-0.27875542,-4.502698437,5.219280016,7.340503673,9.119971412,68.71769431,4.198090642,5.404459945,0.809,2,2,6, ,2,19,1,0,5f21c29511084913913af654,0
122,0.655976852,-0.828301353,0.172324501,-0.164163921,-0.339831757,0.503995678,0.665927181,0.014409212,-0.680336393,2.20239436,-0.227268335,-1.975126025,-0.539662211,0.11452177,0.425140441,-1.62959678,-0.078879983,1.708476762,-6.209204807,12.21149161,6.942358658,11.07601411,34.36940255,7.937649056,27.46308402,0.656,2,1,1, ,1,25,1,1,6034703444b47b2bb8eb1730,0
123,-0.425950143,0.015487676,0.410462467,-0.179708855,0.231737116,-0.052028261,0.139281298,-0.417728866,0.278447568,2.087200298,0.388444052,-2.475644351,-0.60731041,-0.225596518,0.832906928,4.719062475,-0.519204354,-4.199858121,3.586218529,4.959158881,2.439496869,4.127687109,27.05347971,8.539166582,52.88101085,0.718,5,2,3, ,4,34,2,2,5b27e5d6878ec200017b1040,0
124,0.137312101,-0.372432838,0.235120737,0.784488471,-0.580500513,-0.203987958,-0.116456824,-0.295071301,0.411528126,1.055503141,0.005532843,-1.061035985,-0.664283774,0.027539648,0.636744126,-4.451508637,-0.032263679,4.483772317,-8.1347672,4.041737498,9.08056077,4.700637961,14.08023243,8.655060994,59.44177035,0.878,3,1,1, ,1,47,3,1,5d88f010859c9e0001810e88,0
125,-0.335327152,-0.179603533,0.514930685,-0.400304682,0.975415671,-0.57511099,-0.301597296,0.345556367,-0.043959071,3.070188181,-0.460255963,-2.609932217,-0.721527698,-0.266104677,0.987632375,1.752126388,0.412608858,-2.164735246,-1.388156188,5.92345745,10.80199241,4.508499679,39.57146883,11.90713749,27.28744414,0.525,4,1,5, ,1,48,2,2,5d0bc7dec89042000173c1fb,0
126,-0.848050423,1.276826702,-0.428776279,-1.081762907,1.401954367,-0.320191461,-0.297055146,-0.239582242,0.536637388,0.487451249,-0.153377432,-0.334073816,-0.939881637,0.420041403,0.519840234,2.927563571,0.047059543,-2.974623114,-0.025297727,15.59460372,18.22815362,6.118520711,6.029222906,10.71298846,43.31651058,0.481,2,2,1, ,4,25,2,0,5be205ca016f560001112fd1,0
127,-0.548674533,0.885655546,-0.336981013,-0.597228391,1.867924126,-1.270695734,-0.145873946,0.59926317,-0.453389224,2.426924896,-1.114811342,-1.312113553,-0.099226779,0.451243427,-0.352016648,3.665714342,-0.74720598,-2.918508363,0.563359056,8.562079149,18.73565371,6.28369526,22.31978791,4.794974629,39.30380934,0.629,2,1,5, ,1,35,1,0,5f77bc8b84b0b8349f723494,0
128,0.964454469,-0.482078834,-0.482375635,-0.679379345,1.099539047,-0.420159701,-0.162407473,-0.010684162,0.173091636,2.495330121,-0.539979824,-1.955350297,-1.952599888,-0.005751614,1.958351502,1.143663888,0.259699731,-1.403363619,-6.571722945,9.998890193,12.29391731,2.318598941,30.75818278,27.02817241,17.60223837,0.759,2,2,5, ,1,27,1,0,5f3173336c83f90125620a7d,0
129,0.120831101,0.186759871,-0.307590971,-1.721598666,3.616070255,-1.894471589,0.337076582,-0.049757109,-0.287319473,0.457895448,-0.031494954,-0.426400494,-0.621461542,0.380441064,0.241020478,1.425107185,0.027146797,-1.452253982,-9.141440086,4.339132957,48.36842925,5.480596505,7.76185118,8.79413616,25.25585395,0.86,2,1,5, ,1,37,2,0,5f24b0fc546c5a0c3c2e43b6,0
130,-0.18037042,-0.401817856,0.582188276,0.556170146,-0.689565887,0.133395741,-0.237454105,0.242900014,-0.005445909,3.967526575,-0.695613682,-3.271912893,-0.853760144,-0.116577964,0.970338108,-2.817342752,0.693169709,2.124173043,-6.021792961,5.886911836,7.452736281,2.873764964,43.31064666,10.91284418,29.56309608,0.805,5,1,6, ,1,18,1,0,6039b3699649cf4b48cd3d12,0
132,0.064407376,-0.227928187,0.163520812,0.353996534,0.826596895,-1.180593429,0.642471445,-1.346535918,0.704064473,0.422128173,0.441887775,-0.864015948,-0.464046081,0.398292219,0.065753861,0.848485223,-0.213915757,-0.634569466,0.900782544,4.832383661,24.7784865,25.31437776,16.12120055,10.64544685,18.30810469,0.361,1,3,2, ,3,25,1,0,5d0943bf52fb1200194137f5,0
133,-0.063429579,-0.089707438,0.153137016,1.298856852,-1.348290319,0.049433467,-0.119080798,-0.202549446,0.321630244,0.240189676,0.139253808,-0.379443484,-1.508444892,0.561605511,0.946839381,-0.32166023,0.638287544,-0.316627314,-4.405161059,3.260078712,35.53677262,7.036879045,8.318299385,32.96109861,12.88687162,0.482,4,2,1, ,3,25,2,3,5f03a2c8d092d92d5a541e53,0
134,-0.521636221,0.887746591,-0.36611037,-1.12899805,1.620266677,-0.491268627,0.182832583,-0.450181517,0.267348934,0.399384959,0.253833619,-0.653218579,-1.01243192,0.198858287,0.813573633,5.317278373,-0.699559258,-4.617719115,2.708851302,7.967212976,15.54153877,4.056185355,5.950346847,10.32237304,56.16234301,0.683,4,1,4, ,1,20,1,0,5e01570d9b92b1d2a3936dd6,0
135,-1.31979263,1.31516754,0.00462509,-1.342421464,1.794528853,-0.452107389,0.424674124,-0.297491405,-0.127182718,1.273217375,0.479093396,-1.752310771,-0.439525376,0.514196923,-0.074671547,2.829159096,-0.472788164,-2.356370932,-0.764740192,16.82728347,20.03307405,4.611866323,19.32151398,6.090625458,33.11563671,0.641,2,1,6, ,3,28,3,2,5e1526384cac68b3c606b36a,0
136,-0.396939867,-0.311174367,0.708114233,-0.945298152,2.111155141,-1.165856989,-0.01831111,-0.21406689,0.232377999,1.457502363,-0.126978465,-1.330523899,-0.482110249,-0.096704067,0.578814316,2.131703957,-0.034391311,-2.097312646,-5.313914278,8.562010897,25.39044339,3.4590759,21.601758,8.220093192,32.76661862,0.613,5,2,1, ,3,21,5,0,5e11dc944fa02a86c7ac97fc,0
137,-0.512510216,0.430582357,0.081927859,-1.625035467,3.039873351,-1.414837883,0.039298437,0.729373398,-0.768671835,2.156546827,-0.325162718,-1.831384109,-0.457992302,-0.132151774,0.590144077,2.583638716,-0.132887306,-2.450751409,-6.831417156,5.490596742,27.15866279,8.721479226,23.21736089,6.102151958,29.3097484,0.796,2,1,1, ,3,32,2,2,6081791a1453d1d9a435b5e0,0
138,0.235332082,0.036696161,-0.272028244,0.074060499,0.406615973,-0.480676472,0.070936854,-0.023105627,-0.047831227,3.98980026,-0.691031296,-3.298768965,-0.430796969,0.24874486,0.182052109,0.563391112,0.599031235,-1.162422347,-3.95725162,4.512683278,7.891964688,1.056374944,64.82770286,6.044140411,15.66713382,0.78,3,2,1, ,1,28,1,0,5cb60f1eefd4130001bbfdb7,0
139,-1.223207063,1.002989968,0.220217095,-0.367323907,0.69221231,-0.324888404,-0.17645413,0.625055322,-0.448601192,1.510321889,-0.209196491,-1.301125398,-0.485689337,-0.178884036,0.664573373,-0.244340438,0.154697229,0.089643209,-5.347882611,25.52938013,12.1504532,12.31238066,32.24085986,13.19087824,4.576047916,0.498,5,2,5, ,1,29,2,0,5ece0369618acf1948655484,0
141,0.069102762,-0.042551408,-0.026551355,-0.23689384,0.216473104,0.020420735,-0.891404051,-1.439890192,2.331294243,-0.068902458,0.260507484,-0.191605026,-0.595300291,0.314861278,0.280439013,0.984452105,-0.210613097,-0.773839008,0.40886239,1.497352861,6.079936741,50.57396245,6.063113996,12.20584085,23.5797931,0.48,2,3,6, ,1,33,1,0,60799c99d0e2e5af00503b69,0
143,-1.868108022,1.076276289,0.791831733,0.137454764,0.055252629,-0.192707393,0.071615029,0.287092103,-0.358707133,2.056040526,0.04159098,-2.097631507,-0.543726217,-0.125139307,0.668865524,0.035624533,0.254237633,-0.289862166,-3.52861795,29.95088379,3.358477472,6.569202867,42.25200762,12.334733,5.534695249,0.615,4,1,1, ,3,55,2,5,5d649652adc4e8001a2d258d,0
144,0.526050535,-0.172333164,-0.353717371,0.002122814,-0.007913311,0.005790497,-0.161877872,-0.111495113,0.273372985,0.335833422,-0.31439106,-0.021442362,0.825218035,0.028259205,-0.85347724,0.219180464,0.169438185,-0.388618649,-4.984296738,20.62548315,0.321275262,10.20412221,15.24401381,39.35572198,14.24938359,0.303,4,1,1, ,3,36,2,3,6077c986cac08e1a5c1aac55,0
145,-0.462011846,0.718767441,-0.256755595,0.239540893,0.339897909,-0.579438801,0.322408427,0.113057886,-0.435466313,3.595534714,-0.482408321,-3.113126394,-0.473284024,0.478329073,-0.00504505,-0.53602827,0.542179192,-0.006150922,-4.577286198,10.18222824,7.927727313,6.535390364,57.85087804,8.206056666,9.297719381,0.723,4,1,1, ,3,34,2,0,5d49c4ad08bee60018f4ec21,0
146,0.081670026,-0.236984504,0.155314478,-0.212340372,0.883200289,-0.670859917,0.485500669,-0.818054673,0.332554004,3.346204995,-0.025230842,-3.320974153,-1.160375019,0.1138187,1.04655632,1.645897709,0.310759827,-1.956657537,-1.28070616,2.49449642,9.881742758,8.288867132,42.39433517,14.03312928,22.90742924,0.653,4,2,5, ,1,24,2,0,5d4f2b5a3f7f45001616ec98,0
148,-0.309637065,0.599092317,-0.289455252,-0.684546036,1.383254969,-0.698708933,-0.14062168,-0.439186732,0.579808412,0.937761901,-0.16615425,-0.77160765,-0.24820605,0.143997713,0.104208337,5.733538769,-0.830001538,-4.903537231,1.37950996,5.42578849,12.43086886,6.084156889,10.20620421,2.341747397,63.51123415,0.859,3,1,1, ,1,34,3,2,5a4ffbc076d1c60001aa9438,0
149,-0.016073361,-0.218984844,0.235058206,-2.235278273,3.163929873,-0.928651599,0.296125556,-0.030799228,-0.265326328,0.152953485,-0.248511158,0.095557673,-0.249630608,0.204102705,0.045527903,0.562020187,0.162579532,-0.724599719,-9.816808379,5.306397926,63.10050759,6.561684214,4.691914446,5.302778035,15.03671779,0.768,2,2,5, ,2,24,1,1,5ea0983e64603e06e32eb1f4,0
150,0.344012691,0.06136248,-0.405375171,-1.509018444,2.476270353,-0.967251909,0.123403418,-0.571594812,0.448191394,-0.473551417,0.512363632,-0.038812216,-0.554423057,0.435188102,0.119234955,4.16262595,0.028122202,-4.190748152,-4.991528234,4.659397751,24.77895172,6.34062786,6.13003038,6.153011335,51.93798095,0.756,2,1,5, ,1,30,2,0,5cc99b0973d6e70001c2fc87,0
152,0.088950785,-0.143772548,0.054821764,-0.176427252,0.177358872,-0.00093162,0.463749626,-1.11739376,0.653644134,-0.493185288,1.017329599,-0.524144312,0.281347074,-0.594963894,0.313616819,-0.08337242,0.272206157,-0.188833737,-4.560853292,4.417140862,6.714939694,33.61469499,29.25751928,17.24506496,8.750640213,0.397,5,2,1, ,3,39,2,2,6083f7fc63f9b9ccb47304a3,0
153,-0.200498766,0.096556987,0.103941779,-1.054870116,1.643449518,-0.588579402,0.030624285,0.653186818,-0.683811103,1.621523076,-0.402872045,-1.21865103,-1.080749447,-0.002379399,1.083128846,4.712259114,-0.053822039,-4.658437075,-4.427234851,1.626762329,14.41833161,7.14417934,15.17632366,11.56257191,50.07183115,0.743,3,1,1, ,3,29,2,1,6083c9ca8c99976079d7973f,0
154,-0.435844729,0.824078274,-0.388233545,-0.514291375,1.739671807,-1.225380432,0.259637723,0.248632373,-0.508270097,0.709549035,-0.175243879,-0.534305156,-0.688086372,-0.15542806,0.843514431,0.942700079,-1.074100697,0.131400618,-7.008877499,12.87588276,30.3015858,7.847694686,12.71166625,15.65231551,20.610855,0.515,3,1,1, ,2,35,2,2,5beb16d7c87355000153ab7b,0
156,0.398314051,-0.375763662,-0.022550389,-0.162137604,0.072237177,0.089900426,0.554656499,-0.862507316,0.307850817,1.011889297,-0.874948851,-0.136940446,-0.490648119,0.211928971,0.278719148,0.407176793,-0.028495022,-0.378681771,-4.915204313,13.15263431,4.282469293,24.07954279,32.0599492,13.07259741,13.35280699,0.421, , , , , , , , , ,0
157,-0.422115594,0.045072095,0.377043499,-0.397424276,0.9008273,-0.503403025,0.401221186,-0.531011236,0.12979005,2.093699399,0.376476623,-2.470176022,-1.339912962,0.176155378,1.163757584,3.467872838,-0.234703486,-3.233169352,1.301844524,4.727574335,8.306985806,5.514794372,26.99845436,14.81092903,39.64126209,0.532,2,1,1, ,2,29,1,0,602fcff524ce4cd1ca01ffe6,0
158,-0.325698016,0.023929813,0.301768203,-0.161559984,0.668928661,-0.507368678,0.387459472,0.131599907,-0.519059379,4.243413844,-0.746304339,-3.497109506,-0.797242582,-0.198950049,0.996192632,-1.274008778,0.37026578,0.903742998,-5.911378249,4.350759492,8.156274654,6.285669856,53.67166303,12.43541892,15.10021405,0.87,2,2,1, ,2,35,2,0,572535bba34b2a001306827c,0
159,-0.674191337,0.656808008,0.017383329,1.197322671,-1.13500443,-0.062318241,-0.306849644,-0.192757051,0.499606695,2.587781187,-0.327333444,-2.260447743,-0.366758599,-0.149012661,0.51577126,0.511180705,0.413664644,-0.924845349,6.742239569,11.43807511,20.04308466,6.930362673,41.66373698,7.584108025,12.34063256,0.792,5,1,1, ,3,63,2,3,5e9c8deb90dd470441c7f98e,0
160,-0.231324883,0.544423668,-0.313098786,-0.595625156,0.687631316,-0.09200616,0.060310053,-0.527241558,0.466931505,2.393013036,-0.389856219,-2.003156817,-0.795536614,-0.066446623,0.861983237,1.804438193,0.360091111,-2.164529304,-3.661562003,6.517312087,9.752960843,7.55587925,33.41161597,12.59742425,30.1648076,0.519,1,1,1, ,4,63,1,0,5d0dd940312297000137d2a7,0
161,-1.537070785,0.67637212,0.860698664,0.523795603,0.906090586,-1.429886189,0.42221531,-0.617086803,0.194871493,1.543848114,0.333508841,-1.877356955,-0.201443649,-0.134631168,0.336074816,-0.78271376,0.244285177,0.538428582,-1.265187712,21.6935498,21.13448752,9.402969144,30.95296863,4.863137943,11.95288696,0.597,5,1,1, ,1,41,1,0,5ff358b80f62f48e21e684fa,0
162,1.516571944,-1.076307957,-0.440263987,0.877601643,-0.904973731,0.027372087,-0.527781912,-0.499061147,1.026843059,1.720905439,-0.173468029,-1.54743741,-1.385859964,-0.360792951,1.746652916,-1.834662689,0.892749623,0.941913066,-6.344182483,17.16285214,11.7992652,10.29041049,21.63389251,20.73480356,18.3787761,0.806,2,2,5, ,1,38,1,2,5e4067cc26325d2a7e87c422,0
163,0.45503359,-0.463000924,0.007967334,-0.190843188,0.381129441,-0.190286253,0.319032522,-0.502850208,0.183817686,3.232692627,-0.155962339,-3.076730288,-1.254984862,-0.385505529,1.640490391,0.620434611,0.001002699,-0.62143731,-4.970493824,7.195383498,4.483014915,6.441763727,49.45208145,22.69419564,9.733560769,0.599,1,2,5, ,1,28,1,0,57fbd14e279ffd000124cc36,0
164,0.4092922,0.008156987,-0.417449187,0.721801156,-0.38668339,-0.335117765,0.135467301,-1.158124974,1.022657673,2.627527372,-0.60344781,-2.024079562,-1.112417402,-0.393963586,1.506380988,-2.237027871,-0.163275561,2.400303432,0.140443341,5.159476619,6.917761934,13.60969373,29.02946143,16.34323534,28.94037095,0.595,1,1,5, ,1,27,2,0,5f82796ad8f6fd3b3f31304f,0
165,0.24864627,-0.440511675,0.191865405,0.053181905,-0.002387904,-0.050794001,0.023311815,-0.440788568,0.417476753,3.193790588,-0.067915675,-3.125874913,-1.306089413,-0.279367613,1.585457026,2.987585694,0.394616081,-3.382201774,0.291851839,3.999199198,0.603374544,4.98053313,36.6731623,16.7797096,36.96402122,0.672,4,1,5, ,1,48,2,2,5f8b90a4b237f91824a88aeb,0
166,-0.737045345,0.438803072,0.298242273,0.627447599,-0.677899175,0.050451576,-0.067846635,-0.661546645,0.72939328,1.748429972,-0.034388428,-1.714041544,0.01874852,-0.101873389,0.083124868,1.654760807,0.050820988,-1.705581795,8.271143566,10.80748247,11.99773046,12.78443601,31.82434032,1.700359834,30.88565091,0.946,1,1,6, ,1,34,1,0,606e89d6095250a0f09e87a7,0
168,-0.008284036,-0.425990613,0.434274649,0.109968321,-0.02264101,-0.087327311,-0.383474762,-1.107090696,1.490565458,0.821500016,0.102223421,-0.923723437,-1.795833746,-0.326643955,2.122477701,-0.611723047,0.263687801,0.348035246,-5.400675328,8.369552017,1.919496377,25.27269121,16.97934246,38.12139459,9.337523348,0.672,1,1,1, ,4,24,1,0,60719a0a6d49b6b7788b66e6,0
169,-0.533222309,0.619090713,-0.085868404,-0.908690186,1.793356233,-0.884666046,0.293762309,-0.128968908,-0.164793401,1.917221564,-0.230068023,-1.687153541,0.068474036,0.17230017,-0.240774206,5.582365566,-0.544422608,-5.037942958,0.797784894,6.080591507,14.25831366,2.419733092,19.01977347,2.179734581,56.04185369,0.754,2,1,5, ,1,25,1,0,5eb99d9864de670ba6745bd9,0
170,0.737581527,-0.442758989,-0.294822538,-0.932518967,1.553339675,-0.620820708,0.306584068,-0.613474473,0.306890405,0.321196062,0.403241801,-0.724437864,-0.434024663,-0.388940142,0.822964805,-1.148103109,0.851219405,0.296883704,-8.970430344,13.15794203,27.71131164,10.25984243,12.5709009,14.01239246,22.28761054,0.515,4,2,1, ,3,47,2,2,607fa9f9bff070610c804d0c,0
171,-0.164129046,0.289775295,-0.125646248,-1.758498772,2.972943147,-1.214444375,0.036408531,0.098733563,-0.135142094,0.843282579,-0.278016205,-0.565266373,0.132825603,0.070094196,-0.2029198,3.100512937,0.556328266,-3.656841202,-5.543240992,3.260603162,33.98811841,1.680036167,10.11825346,2.411813296,48.54117551,0.747,5,1,1, ,2,37,2,0,602ce5ded6ab3e5fd07b66d2,0
